title,creator,subjects,publisher,publicationyear,checkoutmonth,checkoutyear,checkouts,materialtype,usageclass,checkouttype
"Coco / Disney ; Pixar Animation Studios ; original story by Lee Unkrich, Jason Katz, Matthew Aldrich, Adrian Molina ; screenplay by Adrian Molina, Matthew Aldrich ; produced by Darla K. Anderson ; co-directed by Adrian Molina ; directed by Lee Unkrich.",,"Musicians Juvenile drama, Families Juvenile drama, Family secrets Juvenile drama, All Souls Day Juvenile drama, Animated films, Fantasy films, Feature films, Childrens films, Musical films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Buena Vista Home Entertainment,2018,7,2018,333,VIDEODISC,Physical,Horizon
Rock steady : brilliant advice from my bipolar life / Ellen Forney.,"Forney, Ellen","Manic depressive illness Comic books strips etc, Forney Ellen Comic books strips etc, Graphic novels, Nonfiction comics",Fantagraphics Books Inc.,2018,7,2018,333,BOOK,Physical,Horizon
"The big short [videorecording] / Paramount Pictures ; Regency Enterprises ; Plan B ; produced by Brad Pitt, Dede Gardner, Jeremy Kleiner, Arnon Milchan ; screenplay by Charles Randolph and Adam McKay ; directed by Adam McKay.",,"Global Financial Crisis 2008 2009 Drama, Financial crises 21st century Drama, United States Economic conditions 2001 2009 Drama, Historical films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Paramount Pictures,2016,9,2016,332,VIDEODISC,Physical,Horizon
"Interstellar [videorecording] / Paramount Pictures ; Warner Bros. Pictures ; Legendary Pictures ; a Syncopy/Lynda Obst Productions production ; written by Jonathan Nolan and Christopher Nolan ; produced by Emma Thomas, Christopher Nolan, Lynda Obst ; directed by Christopher Nolan.",,"Interplanetary voyages Drama, Wormholes Physics Drama, Outer space Exploration Drama, Feature films, Fiction films, Action and adventure films, Science fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Paramount Pictures,2015,11,2015,332,VIDEODISC,Physical,Horizon
"Kingsman [videorecording] : the secret service / Twentieth Century Fox ; Marv ; a Cloudy production ; produced by Matthew Vaughn, David Reid, Adam Bohling ; screenplay by Jane Goldman & Matthew Vaughn ; directed by Matthew Vaughn.",,"Secret service Drama, Spies Drama, Conspiracy Drama, Feature films, Spy films, Action and adventure films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2015,8,2015,332,VIDEODISC,Physical,Horizon
"Kingsman [videorecording] : the secret service / Twentieth Century Fox ; Marv ; a Cloudy production ; produced by Matthew Vaughn, David Reid, Adam Bohling ; screenplay by Jane Goldman & Matthew Vaughn ; directed by Matthew Vaughn.",,"Secret service Drama, Spies Drama, Conspiracy Drama, Feature films, Spy films, Action and adventure films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2015,7,2015,332,VIDEODISC,Physical,Horizon
"Django unchained [videorecording] / Weinstein Company ; Columbia Pictures ; produced by Stacey Sher, Reginald Hudlin, Pilar Savone ; written & directed by Quentin Tarantino.",,"Bounty hunters Drama, Slaves Drama, Plantation owners Drama, Married people Drama, Feature films, Action and adventure films, Western films, Fiction films, Video recordings for the hearing impaired",Anchor Bay Entertainment,2013,8,2013,332,VIDEODISC,Physical,Horizon
Skyfall [videorecording] / Metro Goldwyn Mayer ; Columbia ; Albert R. Broccoli's Eon Productions LTD. ; written by Neal Purvis & Robert Wade and John Logan ; produced by Michael G. Wilson and Barbara Broccoli ; directed by Sam Mendes.,,"Bond James Fictitious character Drama, Spies Drama, Intelligence service Great Britain Drama, Action and adventure films, Spy films, Fiction films, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2013,3,2013,332,VIDEODISC,Physical,Horizon
"Vicky Cristina Barcelona [videorecording] / The Weinstein Company ; a Mediapro and Gravier production in association with Antena 3 Films & Antena 3 TV ; a Dumaine production ; produced by Letty Aronson, Stephen Tenenbaum, Gareth Wiley ; written and directed by Woody Allen.",,"Man woman relationships Spain Drama, Americans Spain Drama, Triangles Interpersonal relations Drama, Feature films, Fiction films, Comedy films, Video recordings for the hearing impaired",Genius Products,2008,1,2011,332,VIDEODISC,Physical,Horizon
"Duplicity [videorecording] / Universal Pictures, Relativity Media ; produced by Jennifer Fox, Kerry Orent, Laura Bickford ; written and directed by Tony Gilroy.",,"Agents provocateurs Drama, New products Drama, Competition Drama, Patents Drama, Man woman relationships Drama, Spy films, Action and adventure films, Video recordings for the hearing impaired, Feature films, Fiction films",Universal Studios,2009,11,2010,332,VIDEODISC,Physical,Horizon
"Changeling [videorecording] / a Universal picture ; Imagine Entertainment in association with Relativity Media ; a Malpaso production ; produced by Brian Grazer, Ron Howard, Robert Lorenz ; written by J. Michael Straczynski ; directed and produced by Clint Eastwood.",,"Single mothers Drama, Kidnapping California Los Angeles Drama, Los Angeles Calif Police Department Drama, Police corruption California Los Angeles Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Detective and mystery films",Universal Studios,2009,6,2010,332,VIDEODISC,Physical,Horizon
"The men who stare at goats [videorecording] / Overture Films in association with Winchester Capital Management and BBC Films ; a Smokehouse/Paul Lister production ; produced by Paul Lister, George Clooney, Grant Heslov ; screenplay by Peter Straughan ; directed by Grant Heslov.",,"Reporters and reporting Drama, United States Army Military life Drama, Parapsychology Military aspects Drama, Psychics Drama, United States Army Search and rescue operations Drama, Comedy films, War films, Feature films, Fiction films",Anchor Bay Entertainment,2010,5,2010,332,VIDEODISC,Physical,Horizon
"Gone baby gone [videorecording] / Miramax Films ; a Ladd Company production ; produced by Alan Ladd, Jr., Dan Rissner, Sean Bailey ; screenplay by Ben Affleck & Aaron Stockard ; directed by Ben Affleck.",,"Kidnapping Drama, Private investigators Drama, Criminal behavior Drama, Boston Mass Drama, Feature films, Video recordings for the hearing impaired, Thrillers Motion pictures",Miramax Home Entertainment,2008,10,2009,332,VIDEODISC,Physical,Horizon
"Get Smart [videorecording] / Warner Bros. Pictures ; Village Roadshow Pictures ; a Mosaic Media Group/Mad Chance/Callahan Filmworks production ; produced by Michael Ewing, Alex Gartner, Andrew Lazar, Charles Roven ; written by Tom J. Astle & Matt Ember ; directed by Peter Segal.",,"Agents provocateurs Drama, Espionage Drama, Implements utensils etc Drama, Man woman relationships Drama, Comedy films, Action and adventure films, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films, Fiction films",Warner Bros.,2008,1,2009,332,VIDEODISC,Physical,Horizon
"Lars and the real girl [videorecording] / Metro-Goldwyn-Mayer ; Sidney Kimmel Entertainment ; produced by Sarah Aubrey, John Cameron, Sidney Kimmel ; written by Nancy Oliver ; directed by Craig Gillespie.",,"Men Sexual behavior Drama, Companion dolls Drama, Triangles Interpersonal relations Drama, Love Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,1,2009,332,VIDEODISC,Physical,Horizon
"Lars and the real girl [videorecording] / Metro-Goldwyn-Mayer ; Sidney Kimmel Entertainment ; produced by Sarah Aubrey, John Cameron, Sidney Kimmel ; written by Nancy Oliver ; directed by Craig Gillespie.",,"Men Sexual behavior Drama, Companion dolls Drama, Triangles Interpersonal relations Drama, Love Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,6,2008,332,VIDEODISC,Physical,Horizon
The accountant / Warner Bros. Pictures ; Ratpac ; an Electric City Entertainment/Zero Gravity Management production ; written by Bill Dubuque ; produced by Mark Williams and Lynette Howell Taylor ; directed by Gavin O'Connor.,,"Savants Savant syndrome Drama, Mathematical ability Drama, Accountants Drama, Fraud Drama, Feature films, Action and adventure films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Warner Bros.,2017,3,2017,332,VIDEODISC,Physical,Horizon
"Sing, unburied, sing : a novel / Jesmyn Ward.","Ward, Jesmyn","African American families Fiction, Mississippi Fiction",Scribner,2017,12,2017,332,BOOK,Physical,Horizon
The wedding date / Jasmine Guillory.,"Guillory, Jasmine","Dating Social customs Fiction, Mate selection Fiction, Romance fiction",Jove,2018,6,2018,332,BOOK,Physical,Horizon
"Still Alice [videorecording] / Sony Pictures Classics ; BSM Studio ; in association with Killer Films/Big Indie Pictures and Shriver Films ; produced by Lex Lutzus, James Brown, Pamela Koffler ; written for the screen and directed by Richard Glatzer & Wash Westmoreland.",,"Alzheimers disease Patients Drama, Alzheimers disease Family relationships Drama, Families Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Sony Pictures Home Entertainment,2015,8,2015,331,VIDEODISC,Physical,Horizon
"Her [videorecording] / Warner Bros. Picture ; Annapurna Pictures ; produced by Megan Ellison , Spike Jonze, Vincent Landay ; written and directed by Spike Jonze.",,"Artificial intelligence Drama, Operating systems Computers Drama, Man woman relationships Drama, Authors Drama, Feature films, Fiction films, Science fiction films, Video recordings for the hearing impaired",Warner Bros.,2014,11,2014,331,VIDEODISC,Physical,Horizon
"Inside Llewyn Davis [videorecording] / CBS Films ; Studiocanal ; in association with Anton Capital Entertainment ; produced by Scott Rudin, Ethan Coen, Joel Coen ; written and directed by Joel Coen & Ethan Coen.",,"Folk singers New York State New York Drama, Folk music Drama, Feature films, Fiction films, Musical films, Historical films, Video recordings for the hearing impaired",Sony Pictures Home Entertainment,2014,4,2014,331,VIDEODISC,Physical,Horizon
"Silver linings playbook [videorecording] / the Weinstein Company ; produced by Donna Gigliotti, Bruce Cohen, Jonathan Gordon ; screenplay by David O. Russell ; directed by David O. Russell.",,"Divorced men Drama, Widows Drama, Depression Mental Drama, Denial Psychology Drama, Man woman relationships Drama, Ballroom dancing Drama, Romantic comedy films, Feature films, Fiction films, Video recordings for the hearing impaired",Anchor Bay Entertainment,2013,1,2014,331,VIDEODISC,Physical,Horizon
"The men who stare at goats [videorecording] / Overture Films in association with Winchester Capital Management and BBC Films ; a Smokehouse/Paul Lister production ; produced by Paul Lister, George Clooney, Grant Heslov ; screenplay by Peter Straughan ; directed by Grant Heslov.",,"Reporters and reporting Drama, United States Army Military life Drama, Parapsychology Military aspects Drama, Psychics Drama, United States Army Search and rescue operations Drama, Comedy films, War films, Feature films, Fiction films",Anchor Bay Entertainment,2010,12,2010,331,VIDEODISC,Physical,Horizon
"It's complicated [videorecording] / Universal Pictures in association with Relativity Media ; a Waverly Films/Scott Rudin production ; produced by Nancy Meyers, Scott Rudin ; written and directed by Nancy Meyers.",,"Divorced women Drama, Bakeries California Santa Barbara Drama, Architects Drama, Man woman relationships California Drama, Romantic comedy films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Feature films, Fiction films",Universal Studios,2010,12,2010,331,VIDEODISC,Physical,Horizon
"Into the wild [videorecording] / Paramount Vantage ; River Road Entertainment ; a Square One C.I.H./Linson Film production ; produced by Sean Penn, Art Linson, Bill Pohlad ; screenplay and directed by Sean Penn.",,"McCandless Christopher Johnson 1968 1992 Drama, Adventure and adventurers Drama, College graduates Drama, Risk taking Psychology Drama, Feature films, Biographical films, Video recordings for the hearing impaired, Action and adventure films",Paramount Pictures,2008,9,2009,331,VIDEODISC,Physical,Horizon
"Revolutionary Road [videorecording] / DreamWorks Pictures ; Paramount Vantage ; in association with BBC Films ; an Evamere Entertainment, BBC Films, Neal Street production ; produced by John N. Hart, Scott Rudin, Sam Mendes, Bobby Cohen ; screenplay by Justin Haythe ; directed by Sam Mendes.",,"Married people Drama, Clerks Drama, Housewives Drama, Connecticut Drama, Video recordings for the hearing impaired, Feature films, Fiction films",DreamWorks Pictures,2009,7,2009,331,VIDEODISC,Physical,Horizon
